station,station_id,year,month,day,rainfall_mm,temp_mean_c,temp_max_c,temp_min_c,wind_mean_kmh,wind_max_kmh
East Coast Parkway,S107,2013,2,14,43.4,25.2,27.6,23.4,5.6,24.5
East Coast Parkway,S107,2013,2,15,0.0,26.2,29.2,24.0,7.8,43.9
East Coast Parkway,S107,2013,2,16,0.4,26.6,29.5,25.1,6.6,47.5
East Coast Parkway,S107,2013,2,17,0.0,25.3,26.3,24.6,7.8,33.1
East Coast Parkway,S107,2013,2,18,4.0,26.6,29.9,25.1,8.1,38.2
East Coast Parkway,S107,2013,2,19,0.4,26.5,27.9,25.5,6.7,24.1
East Coast Parkway,S107,2013,2,20,6.2,27.2,30.2,25.6,7.9,36.0
East Coast Parkway,S107,2013,2,21,6.4,26.5,29.1,25.0,8.4,32.4
East Coast Parkway,S107,2013,2,22,0.0,27.6,31.0,25.4,11.0,40.0
East Coast Parkway,S107,2013,2,23,0.0,28.2,31.9,25.3,10.1,31.3
East Coast Parkway,S107,2013,2,24,0.0,27.9,30.2,25.4,9.3,35.3
East Coast Parkway,S107,2013,2,25,20.4,27.0,30.9,23.8,6.9,27.7
East Coast Parkway,S107,2013,2,26,19.2,26.7,30.8,25.0,6.4,30.2
East Coast Parkway,S107,2013,2,27,1.8,27.1,29.3,25.0,6.9,26.6
East Coast Parkway,S107,2013,2,28,0.0,27.6,30.8,25.5,8.6,29.5
East Coast Parkway,S107,2013,3,1,0.0,28.0,32.0,26.0,8.3,36.4
East Coast Parkway,S107,2013,3,2,1.2,28.2,31.8,25.8,9.4,41.0
East Coast Parkway,S107,2013,3,3,0.0,28.1,30.3,26.4,13.0,45.4
East Coast Parkway,S107,2013,3,4,0.0,28.0,30.5,25.9,12.8,47.5
East Coast Parkway,S107,2013,3,5,0.6,27.8,30.6,25.0,11.3,48.2
East Coast Parkway,S107,2013,3,6,0.0,27.9,30.6,26.0,9.9,33.8
East Coast Parkway,S107,2013,3,7,0.0,28.2,31.4,26.0,9.5,34.6
East Coast Parkway,S107,2013,3,8,0.0,28.3,31.1,26.8,12.8,40.3
East Coast Parkway,S107,2013,3,9,0.0,27.8,31.2,26.1,9.4,32.0
East Coast Parkway,S107,2013,3,10,22.0,27.5,31.0,25.8,7.5,32.8
East Coast Parkway,S107,2013,3,11,0.0,27.9,31.2,25.8,7.9,30.2
East Coast Parkway,S107,2013,3,12,0.0,27.4,30.0,25.5,9.0,31.3
East Coast Parkway,S107,2013,3,13,0.0,27.5,29.4,25.6,9.4,31.7
East Coast Parkway,S107,2013,3,14,0.0,28.0,31.0,26.1,9.2,33.1
East Coast Parkway,S107,2013,3,15,0.0,28.2,32.0,26.2,9.2,33.8
East Coast Parkway,S107,2013,3,16,0.0,28.3,31.5,26.3,9.1,31.0
East Coast Parkway,S107,2013,3,17,8.4,27.5,29.6,25.3,7.4,37.4
East Coast Parkway,S107,2013,3,18,0.0,28.2,32.0,25.9,8.6,29.9
East Coast Parkway,S107,2013,3,19,0.0,28.4,32.0,26.0,7.6,31.3
East Coast Parkway,S107,2013,3,20,0.0,27.9,29.5,25.9,7.5,27.0
East Coast Parkway,S107,2013,3,21,0.0,28.6,29.8,27.5,10.5,34.2
East Coast Parkway,S107,2013,3,22,0.0,28.3,29.9,26.7,8.9,31.7
East Coast Parkway,S107,2013,3,23,0.0,28.5,30.0,27.1,8.5,33.1
East Coast Parkway,S107,2013,3,24,0.0,28.5,31.6,26.7,7.2,36.0
East Coast Parkway,S107,2013,3,25,3.4,28.3,29.8,26.8,7.0,27.0
East Coast Parkway,S107,2013,3,26,0.2,28.0,29.5,25.0,9.0,45.0
East Coast Parkway,S107,2013,3,27,2.0,28.8,30.4,27.2,8.0,32.8
East Coast Parkway,S107,2013,3,28,0.0,28.5,29.4,27.4,8.6,25.2
East Coast Parkway,S107,2013,3,29,18.6,28.1,30.2,26.1,7.0,26.6
East Coast Parkway,S107,2013,3,30,0.0,28.8,32.2,26.4,7.1,31.3
East Coast Parkway,S107,2013,3,31,11.6,28.5,31.3,25.3,7.3,29.2
East Coast Parkway,S107,2013,4,1,0.4,28.6,31.6,26.3,7.3,37.4
East Coast Parkway,S107,2013,4,2,18.4,28.7,32.2,25.8,6.3,34.6
East Coast Parkway,S107,2013,4,3,0.0,28.4,30.3,26.7,6.2,26.6
East Coast Parkway,S107,2013,4,4,4.4,27.9,29.6,26.3,8.1,36.4
East Coast Parkway,S107,2013,4,5,0.0,28.6,31.5,25.1,12.8,42.5
East Coast Parkway,S107,2013,4,6,8.0,28.1,29.9,24.8,8.8,59.8
East Coast Parkway,S107,2013,4,7,0.0,28.4,30.5,26.7,10.2,38.5
East Coast Parkway,S107,2013,4,8,0.0,28.6,30.5,27.4,6.0,28.4
East Coast Parkway,S107,2013,4,9,0.0,28.5,30.2,27.0,5.1,26.6
East Coast Parkway,S107,2013,4,10,0.0,28.9,31.5,27.3,7.1,30.6
East Coast Parkway,S107,2013,4,11,0.0,28.0,30.0,26.0,5.5,25.6
East Coast Parkway,S107,2013,4,12,0.0,28.8,32.3,26.2,8.1,27.7
East Coast Parkway,S107,2013,4,13,34.8,28.4,30.9,23.2,7.9,45.4
East Coast Parkway,S107,2013,4,14,0.8,26.3,28.0,23.1,5.8,41.4
East Coast Parkway,S107,2013,4,15,0.0,28.7,32.2,26.1,7.6,24.8
East Coast Parkway,S107,2013,4,16,14.6,28.7,30.9,27.0,7.7,26.6
East Coast Parkway,S107,2013,4,17,0.8,28.5,31.4,24.1,10.4,50.8
East Coast Parkway,S107,2013,4,18,2.2,29.5,33.4,27.4,9.2,40.7
East Coast Parkway,S107,2013,4,19,1.8,27.3,29.4,24.8,7.7,43.9
East Coast Parkway,S107,2013,4,20,0.0,29.2,30.9,26.6,10.7,28.1
East Coast Parkway,S107,2013,4,21,1.6,27.3,29.8,24.9,8.0,59.0
East Coast Parkway,S107,2013,4,22,0.0,28.2,30.1,25.0,9.3,24.1
East Coast Parkway,S107,2013,4,23,0.4,28.3,30.3,26.4,6.5,29.5
East Coast Parkway,S107,2013,4,24,13.2,28.4,30.4,25.1,8.2,35.6
East Coast Parkway,S107,2013,4,25,18.4,28.6,30.5,26.6,7.8,30.2
East Coast Parkway,S107,2013,4,26,8.8,27.1,29.0,23.7,6.2,46.1
East Coast Parkway,S107,2013,4,27,2.6,28.3,30.6,24.3,6.9,42.5
East Coast Parkway,S107,2013,4,28,43.4,26.9,28.6,24.0,7.7,57.6
East Coast Parkway,S107,2013,4,29,0.0,28.2,29.9,25.4,11.0,38.9
East Coast Parkway,S107,2013,4,30,0.0,29.0,31.0,26.9,9.3,30.2
East Coast Parkway,S107,2013,5,1,0.0,28.5,29.6,27.2,8.4,34.6
East Coast Parkway,S107,2013,5,2,2.0,28.4,30.4,26.9,7.7,38.9
East Coast Parkway,S107,2013,5,3,2.6,28.6,29.3,26.0,9.9,24.8
East Coast Parkway,S107,2013,5,4,8.0,28.8,29.7,25.5,11.0,58.7
East Coast Parkway,S107,2013,5,5,0.4,28.2,29.8,26.3,7.0,35.6
East Coast Parkway,S107,2013,5,6,0.0,28.3,30.5,26.4,5.7,35.3
East Coast Parkway,S107,2013,5,7,34.4,27.5,31.5,23.5,6.3,43.2
East Coast Parkway,S107,2013,5,8,1.0,27.6,29.7,25.9,8.2,27.0
East Coast Parkway,S107,2013,5,9,0.2,28.1,29.9,26.1,7.6,34.9
East Coast Parkway,S107,2013,5,10,1.4,28.8,30.1,27.0,10.2,40.7
East Coast Parkway,S107,2013,5,11,0.0,28.2,29.5,27.1,12.2,34.9
East Coast Parkway,S107,2013,5,12,0.0,29.6,31.4,28.6,14.5,33.8
East Coast Parkway,S107,2013,5,13,0.0,29.8,31.1,28.7,13.2,25.2
East Coast Parkway,S107,2013,5,14,0.0,29.0,31.9,27.8,5.6,28.8
East Coast Parkway,S107,2013,5,15,33.4,28.8,30.8,26.9,7.7,31.7
East Coast Parkway,S107,2013,5,16,1.8,27.7,30.8,23.3,13.3,44.6
East Coast Parkway,S107,2013,5,17,0.0,29.4,31.6,26.3,7.8,23.4
East Coast Parkway,S107,2013,5,18,0.0,28.1,28.8,27.2,10.2,29.5
East Coast Parkway,S107,2013,5,19,0.0,29.3,31.1,26.7,9.0,23.0
East Coast Parkway,S107,2013,5,20,0.6,29.0,30.3,26.4,9.1,37.4
East Coast Parkway,S107,2013,5,21,0.0,28.5,31.0,26.9,6.9,24.5
East Coast Parkway,S107,2013,5,22,16.6,28.0,30.5,25.8,9.4,27.7
East Coast Parkway,S107,2013,5,23,0.0,29.1,31.0,26.0,10.5,25.6
East Coast Parkway,S107,2013,5,24,3.2,28.1,30.5,25.1,7.8,37.1
East Coast Parkway,S107,2013,5,25,0.0,28.7,30.3,26.9,9.7,40.0
East Coast Parkway,S107,2013,5,26,4.4,27.7,30.3,25.3,6.0,31.0
East Coast Parkway,S107,2013,5,27,0.0,28.4,30.7,25.8,6.5,24.8
East Coast Parkway,S107,2013,5,28,0.0,28.7,30.8,26.4,8.1,27.0
East Coast Parkway,S107,2013,5,29,0.8,27.4,28.2,26.5,6.4,32.8
East Coast Parkway,S107,2013,5,30,0.0,27.0,29.8,25.0,9.9,38.5
East Coast Parkway,S107,2013,5,31,27.4,27.3,31.8,24.6,5.9,22.7
East Coast Parkway,S107,2013,6,1,6.8,27.4,31.0,24.0,5.9,37.4
East Coast Parkway,S107,2013,6,2,0.4,28.5,30.9,26.2,6.8,32.0
East Coast Parkway,S107,2013,6,3,32.4,28.0,31.0,24.1,7.0,46.1
East Coast Parkway,S107,2013,6,4,0.0,27.6,30.0,26.3,9.1,34.2
East Coast Parkway,S107,2013,6,5,56.6,27.2,31.3,22.9,7.2,42.1
East Coast Parkway,S107,2013,6,6,5.0,28.4,32.1,25.2,6.3,31.7
East Coast Parkway,S107,2013,6,7,7.8,28.1,31.8,25.3,8.0,33.8
East Coast Parkway,S107,2013,6,8,1.8,27.9,30.7,25.8,6.8,24.5
East Coast Parkway,S107,2013,6,9,14.4,28.0,29.2,25.6,11.5,39.6
East Coast Parkway,S107,2013,6,10,6.2,28.7,30.6,25.3,13.5,38.5
East Coast Parkway,S107,2013,6,11,0.0,29.4,31.0,25.0,15.7,46.1
East Coast Parkway,S107,2013,6,12,0.0,30.0,31.4,28.5,12.8,40.7
East Coast Parkway,S107,2013,6,13,0.0,29.9,31.1,28.5,12.2,28.4
East Coast Parkway,S107,2013,6,14,0.0,30.2,31.2,28.9,12.9,29.5
East Coast Parkway,S107,2013,6,15,0.0,30.2,31.3,29.4,12.7,26.6
East Coast Parkway,S107,2013,6,16,6.8,30.0,31.3,25.8,13.9,87.1
East Coast Parkway,S107,2013,6,17,0.2,29.2,31.8,26.2,7.7,30.6
East Coast Parkway,S107,2013,6,18,0.0,30.0,32.9,27.6,10.1,37.8
East Coast Parkway,S107,2013,6,19,0.0,30.3,33.3,27.4,11.0,43.6
East Coast Parkway,S107,2013,6,20,0.0,30.0,33.0,27.2,8.3,33.8
East Coast Parkway,S107,2013,6,21,0.0,29.9,32.6,28.1,8.7,31.3
East Coast Parkway,S107,2013,6,22,0.0,30.0,31.6,28.2,11.9,24.5
East Coast Parkway,S107,2013,6,23,0.0,30.2,31.6,29.2,11.1,23.4
East Coast Parkway,S107,2013,6,24,0.0,30.0,31.3,29.3,13.4,24.5
East Coast Parkway,S107,2013,6,25,0.0,29.5,31.0,28.2,9.5,29.2
East Coast Parkway,S107,2013,6,26,18.6,28.1,30.0,23.4,6.6,50.8
East Coast Parkway,S107,2013,6,27,0.0,29.1,30.4,27.4,12.5,34.2
East Coast Parkway,S107,2013,6,28,0.0,28.8,30.5,26.4,8.0,24.8
East Coast Parkway,S107,2013,6,29,0.0,29.2,30.2,27.4,9.9,27.0
East Coast Parkway,S107,2013,6,30,8.2,27.9,29.7,24.5,8.3,44.6
East Coast Parkway,S107,2013,7,1,0.0,29.0,30.7,28.1,12.3,35.3
East Coast Parkway,S107,2013,7,2,1.2,27.8,29.5,26.0,12.1,38.2
East Coast Parkway,S107,2013,7,3,0.4,28.5,29.9,26.4,13.4,27.0
East Coast Parkway,S107,2013,7,4,2.0,27.7,29.4,25.1,6.9,36.0
East Coast Parkway,S107,2013,7,5,0.0,27.5,29.2,25.1,8.9,23.4
East Coast Parkway,S107,2013,7,6,0.0,29.0,30.4,28.0,15.3,32.0
East Coast Parkway,S107,2013,7,7,0.0,29.4,30.7,28.2,14.4,41.0
East Coast Parkway,S107,2013,7,8,1.6,28.9,29.9,27.9,13.2,40.3
East Coast Parkway,S107,2013,7,9,13.8,27.0,29.0,24.2,15.4,38.2
East Coast Parkway,S107,2013,7,10,0.0,28.3,29.8,27.3,16.4,26.3
East Coast Parkway,S107,2013,7,11,0.0,28.0,30.1,25.9,7.0,36.7
East Coast Parkway,S107,2013,7,12,6.2,27.4,29.8,25.4,7.8,38.2
East Coast Parkway,S107,2013,7,13,1.4,27.7,29.0,26.0,10.8,32.4
East Coast Parkway,S107,2013,7,14,3.4,27.3,28.9,24.2,7.6,54.7
East Coast Parkway,S107,2013,7,15,0.0,27.4,30.2,24.4,16.5,44.6
East Coast Parkway,S107,2013,7,16,0.2,28.0,30.1,26.6,6.5,34.6
East Coast Parkway,S107,2013,7,17,2.2,27.3,29.5,25.8,8.9,36.7
East Coast Parkway,S107,2013,7,18,5.0,27.3,28.0,24.8,16.8,40.0
East Coast Parkway,S107,2013,7,19,0.0,28.3,29.8,26.3,13.2,27.7
East Coast Parkway,S107,2013,7,20,0.0,28.7,30.2,27.9,13.9,27.0
East Coast Parkway,S107,2013,7,21,0.0,28.8,30.4,27.8,11.7,30.2
East Coast Parkway,S107,2013,7,22,0.0,28.9,30.5,27.6,15.2,31.7
East Coast Parkway,S107,2013,7,23,0.0,29.4,30.8,28.1,15.8,27.7
East Coast Parkway,S107,2013,7,24,0.0,29.2,30.7,27.5,13.4,25.2
East Coast Parkway,S107,2013,7,25,0.0,28.1,29.7,26.2,12.4,30.6
East Coast Parkway,S107,2013,7,26,0.0,27.5,29.7,25.8,7.9,36.0
East Coast Parkway,S107,2013,7,27,2.8,26.4,28.6,23.4,7.7,42.5
East Coast Parkway,S107,2013,7,28,0.0,28.0,30.6,25.0,8.5,24.1
East Coast Parkway,S107,2013,7,29,0.0,27.8,29.1,25.8,11.5,39.2
East Coast Parkway,S107,2013,7,30,0.0,28.2,30.2,26.0,11.4,45.0
East Coast Parkway,S107,2013,7,31,21.6,28.4,29.4,26.1,15.7,42.1
East Coast Parkway,S107,2013,8,1,1.0,27.4,28.7,22.6,16.4,50.8
East Coast Parkway,S107,2013,8,2,0.0,27.5,28.8,25.4,17.4,47.9
East Coast Parkway,S107,2013,8,3,0.0,29.0,30.5,27.6,16.2,28.1
East Coast Parkway,S107,2013,8,4,0.0,28.4,29.5,26.6,13.8,49.7
East Coast Parkway,S107,2013,8,5,35.6,27.1,28.5,23.1,15.3,36.4
East Coast Parkway,S107,2013,8,6,12.4,28.1,29.8,26.0,10.2,40.0
East Coast Parkway,S107,2013,8,7,4.0,28.0,29.4,26.0,14.8,34.2
East Coast Parkway,S107,2013,8,8,0.8,27.3,28.7,24.3,16.6,43.9
East Coast Parkway,S107,2013,8,9,0.2,27.8,29.2,26.7,12.4,30.2
East Coast Parkway,S107,2013,8,10,17.0,27.2,28.6,24.2,11.2,52.6
East Coast Parkway,S107,2013,8,11,4.8,27.0,29.0,22.6,11.1,49.0
East Coast Parkway,S107,2013,8,12,9.0,27.4,29.9,23.3,9.3,37.1
East Coast Parkway,S107,2013,8,13,1.2,27.2,28.8,22.0,13.0,64.1
East Coast Parkway,S107,2013,8,14,0.4,28.2,28.9,26.9,15.2,37.4
East Coast Parkway,S107,2013,8,15,0.0,28.7,30.0,27.8,16.0,26.6
East Coast Parkway,S107,2013,8,16,0.0,28.2,29.3,26.4,14.2,38.2
East Coast Parkway,S107,2013,8,17,0.0,28.2,29.3,26.4,9.6,29.5
East Coast Parkway,S107,2013,8,18,0.0,28.3,29.4,27.4,12.1,33.1
East Coast Parkway,S107,2013,8,19,0.0,28.3,30.2,25.8,12.6,52.9
East Coast Parkway,S107,2013,8,20,0.0,27.8,29.0,25.1,10.5,42.8
East Coast Parkway,S107,2013,8,21,0.0,28.3,29.4,27.5,14.6,31.0
East Coast Parkway,S107,2013,8,22,0.0,28.9,30.7,27.8,14.8,31.3
East Coast Parkway,S107,2013,8,23,0.0,28.9,30.4,28.1,16.3,32.0
East Coast Parkway,S107,2013,8,24,0.0,28.8,31.0,27.8,15.8,31.0
East Coast Parkway,S107,2013,8,25,0.0,28.8,30.4,27.8,19.1,42.8
East Coast Parkway,S107,2013,8,26,0.4,28.1,29.1,26.7,19.4,42.8
East Coast Parkway,S107,2013,8,27,0.0,28.6,30.3,27.7,15.9,27.4
East Coast Parkway,S107,2013,8,28,0.4,28.0,30.2,26.2,12.9,59.0
East Coast Parkway,S107,2013,8,29,0.0,28.0,29.4,26.1,8.4,37.8
East Coast Parkway,S107,2013,8,30,0.0,27.7,29.5,26.1,7.8,40.3
East Coast Parkway,S107,2013,8,31,0.0,28.4,29.4,27.2,12.8,31.0
East Coast Parkway,S107,2013,9,1,4.6,27.7,28.8,24.5,9.2,36.4
East Coast Parkway,S107,2013,9,2,0.0,27.5,29.6,25.2,9.4,30.2
East Coast Parkway,S107,2013,9,3,4.4,28.1,29.4,26.8,8.5,25.2
East Coast Parkway,S107,2013,9,4,10.2,26.7,28.4,24.0,10.5,37.8
East Coast Parkway,S107,2013,9,5,8.2,26.4,27.8,24.4,12.6,39.2
East Coast Parkway,S107,2013,9,6,23.0,26.6,28.5,24.4,10.8,32.0
East Coast Parkway,S107,2013,9,7,13.0,25.8,27.6,22.4,11.2,49.3
East Coast Parkway,S107,2013,9,8,0.4,26.8,28.8,22.9,11.2,33.1
East Coast Parkway,S107,2013,9,9,6.4,26.8,28.6,25.7,9.2,36.0
East Coast Parkway,S107,2013,9,10,33.0,26.0,27.7,23.2,7.6,35.6
East Coast Parkway,S107,2013,9,11,0.6,27.5,29.6,25.1,11.7,23.0
East Coast Parkway,S107,2013,9,12,0.8,28.7,30.2,26.9,17.4,44.6
East Coast Parkway,S107,2013,9,13,0.0,28.2,29.7,26.3,11.1,40.3
East Coast Parkway,S107,2013,9,14,0.8,28.3,29.7,25.1,12.1,40.7
East Coast Parkway,S107,2013,9,15,11.8,26.5,28.5,24.0,9.5,47.5
East Coast Parkway,S107,2013,9,16,0.0,27.9,29.8,25.7,8.8,24.8
East Coast Parkway,S107,2013,9,17,15.8,27.4,28.9,24.1,9.4,34.9
East Coast Parkway,S107,2013,9,18,0.0,28.5,29.9,27.4,12.2,21.2
East Coast Parkway,S107,2013,9,19,0.0,28.6,30.3,27.7,12.9,28.4
East Coast Parkway,S107,2013,9,20,0.0,29.0,30.8,27.6,13.8,28.4
East Coast Parkway,S107,2013,9,21,0.0,29.1,30.2,28.0,16.5,33.8
East Coast Parkway,S107,2013,9,22,0.0,29.1,30.6,28.1,15.8,31.3
East Coast Parkway,S107,2013,9,23,0.0,28.9,30.9,27.7,15.2,31.7
East Coast Parkway,S107,2013,9,24,0.0,29.3,31.1,28.0,15.6,29.2
East Coast Parkway,S107,2013,9,25,2.0,28.0,29.8,24.4,10.3,42.1
East Coast Parkway,S107,2013,9,26,1.0,26.9,29.3,24.4,9.4,52.6
East Coast Parkway,S107,2013,9,27,0.0,28.3,29.4,26.2,12.8,29.5
East Coast Parkway,S107,2013,9,28,8.8,28.3,30.2,26.9,6.1,20.9
East Coast Parkway,S107,2013,9,29,43.8,27.3,29.7,22.8,9.5,36.7
East Coast Parkway,S107,2013,9,30,0.2,27.6,29.1,23.5,14.4,51.5
East Coast Parkway,S107,2013,10,1,0.4,28.7,29.7,27.8,15.5,37.8
East Coast Parkway,S107,2013,10,2,2.6,27.2,28.8,24.1,12.9,45.0
East Coast Parkway,S107,2013,10,3,0.0,27.8,29.1,26.2,7.3,28.8
East Coast Parkway,S107,2013,10,4,13.6,27.9,29.4,26.1,11.7,31.0
East Coast Parkway,S107,2013,10,5,5.2,27.6,29.4,22.3,12.4,51.5
East Coast Parkway,S107,2013,10,6,0.0,27.9,29.9,23.7,13.3,65.5
East Coast Parkway,S107,2013,10,7,0.0,28.1,30.1,24.6,11.4,38.5
East Coast Parkway,S107,2013,10,8,12.4,29.0,30.7,26.6,10.8,40.7
East Coast Parkway,S107,2013,10,9,0.0,28.0,30.1,23.9,9.7,43.6
East Coast Parkway,S107,2013,10,10,0.0,28.0,30.0,26.0,7.9,27.4
East Coast Parkway,S107,2013,10,11,18.8,27.3,28.7,23.5,8.4,34.9
East Coast Parkway,S107,2013,10,12,0.0,28.0,29.2,25.8,11.2,45.4
East Coast Parkway,S107,2013,10,13,68.4,28.4,29.9,26.7,9.9,32.8
East Coast Parkway,S107,2013,10,14,27.8,27.5,29.3,24.2,9.3,38.2
East Coast Parkway,S107,2013,10,15,3.6,27.4,29.4,22.8,12.0,43.2
East Coast Parkway,S107,2013,10,16,0.0,29.0,30.7,26.6,10.7,30.2
East Coast Parkway,S107,2013,10,17,0.0,28.9,31.8,27.1,9.0,27.7
East Coast Parkway,S107,2013,10,18,9.2,28.7,31.7,24.4,7.0,35.3
East Coast Parkway,S107,2013,10,19,0.0,27.7,29.9,25.1,6.0,22.0
East Coast Parkway,S107,2013,10,20,18.8,26.7,30.4,23.6,5.5,29.9
East Coast Parkway,S107,2013,10,21,12.0,27.0,29.2,25.0,8.9,37.1
East Coast Parkway,S107,2013,10,22,0.0,26.9,28.8,22.4,10.8,45.4
East Coast Parkway,S107,2013,10,23,0.0,27.6,29.8,25.5,8.6,27.0
East Coast Parkway,S107,2013,10,24,0.0,27.4,29.2,25.6,7.7,27.0
East Coast Parkway,S107,2013,10,25,0.0,28.0,29.9,26.1,7.4,26.3
East Coast Parkway,S107,2013,10,26,1.5,28.0,30.6,26.5,9.8,32.8
East Coast Parkway,S107,2013,10,27,0.0,27.4,29.6,25.7,8.4,30.6
East Coast Parkway,S107,2013,10,28,18.8,26.8,29.1,23.7,6.1,33.8
East Coast Parkway,S107,2013,10,29,1.4,27.7,30.9,25.6,5.9,28.1
East Coast Parkway,S107,2013,10,30,3.6,27.2,30.5,25.2,5.1,32.4
East Coast Parkway,S107,2013,10,31,3.6,27.7,30.3,25.8,6.3,31.3
East Coast Parkway,S107,2013,11,1,0.0,27.6,31.2,25.9,5.7,33.1
East Coast Parkway,S107,2013,11,2,0.0,27.4,29.9,25.9,5.6,27.0
East Coast Parkway,S107,2013,11,3,8.4,27.3,31.4,25.0,5.1,28.1
East Coast Parkway,S107,2013,11,4,4.2,26.9,30.8,24.9,6.4,36.0
East Coast Parkway,S107,2013,11,5,19.2,26.9,30.7,23.7,7.4,26.3
East Coast Parkway,S107,2013,11,6,0.0,27.2,29.7,23.8,9.2,33.8
East Coast Parkway,S107,2013,11,7,0.0,28.2,29.8,26.0,9.5,25.9
East Coast Parkway,S107,2013,11,8,0.8,27.7,30.6,25.8,8.7,28.1
East Coast Parkway,S107,2013,11,9,1.6,27.2,29.1,25.7,6.2,22.7
East Coast Parkway,S107,2013,11,10,3.8,27.2,29.1,25.1,7.5,37.4
East Coast Parkway,S107,2013,11,11,15.4,27.6,28.8,25.6,10.6,38.9
East Coast Parkway,S107,2013,11,12,4.4,26.0,27.6,23.4,5.2,40.0
East Coast Parkway,S107,2013,11,13,26.0,27.3,30.4,24.7,7.9,26.3
East Coast Parkway,S107,2013,11,14,0.2,26.7,28.5,23.3,6.6,44.3
East Coast Parkway,S107,2013,11,15,11.6,26.7,29.6,24.6,6.0,40.3
East Coast Parkway,S107,2013,11,16,0.0,27.9,31.2,25.5,6.8,30.6
East Coast Parkway,S107,2013,11,17,0.0,26.5,27.9,25.7,6.9,34.2
East Coast Parkway,S107,2013,11,18,0.4,27.4,30.7,25.5,7.5,39.2
